"id","label.x","abgeordnetenwatch_url","first_name","last_name","sex","year_of_birth","party.id","party.label","education","occupation","statistic_questions","statistic_questions_answered","residence","field_title","party_past","birth_name","id.mandat","parliament_period_label","politician_abgeordnetenwatch_url","start_date","end_date","info","electoral_data_id","electoral_data_electoral_list.id","electoral_data_electoral_list.label","electoral_data_list_position","electoral_data_constituency.id","electoral_data_constituency.label","electoral_data_constituency_result","electoral_data_constituency_result_count","electoral_data_mandate_won","latitude","longitude"
78873,"Hans-Joachim Fuchtel","https://www.abgeordnetenwatch.de/profile/hans-joachim-fuchtel","Hans-Joachim","Fuchtel","m",1952,2,"CDU","Jurist","MdB, Jurist",10,1,NA,NA,NA,NA,44607,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/hans-joachim-fuchtel",NA,NA,NA,44607,NA,NA,1,4404,"280 - Calw (Bundestag 2017 - 2021)",43.3,NA,"constituency",48.7112108,8.7452043
78941,"Hans-Georg von der Marwitz","https://www.abgeordnetenwatch.de/profile/hans-georg-von-der-marwitz","Hans-Georg","von der Marwitz","m",1961,2,"CDU","Landwirt","MdB",14,NA,NA,NA,NA,NA,44606,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/hans-georg-von-der-marwitz",NA,NA,NA,44606,109,"Landesliste Brandenburg (Bundestag 2017 - 2021)",9,4183,"59 - Märkisch-Oderland - Barnim II (Bundestag 2017 - 2021)",28.4,NA,"constituency",52.63860425,14.0216493861314
79306,"Gustav Herzog","https://www.abgeordnetenwatch.de/profile/gustav-herzog","Gustav","Herzog","m",1958,1,"SPD","Chemielaborant","MdB",130,130,NA,NA,NA,NA,44605,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/gustav-herzog",NA,NA,NA,44605,116,"Landesliste Rheinland-Pfalz (Bundestag 2017 - 2021)",2,4333,"209 - Kaiserslautern (Bundestag 2017 - 2021)",33.9,NA,"constituency",49.4432174,7.7689951
79226,"Gunther Krichbaum","https://www.abgeordnetenwatch.de/profile/gunther-krichbaum","Gunther","Krichbaum","m",1964,2,"CDU","Jurist","Bundestagsabgeordneter",17,16,NA,NA,NA,NA,44604,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/gunther-krichbaum",NA,NA,NA,44604,NA,NA,1,4403,"279 - Pforzheim (Bundestag 2017 - 2021)",36.4,NA,"constituency",48.8908846,8.7029532
79227,"Günter Krings","https://www.abgeordnetenwatch.de/profile/guenter-krings","Günter","Krings","m",1969,2,"CDU","Studium der Rechtswissenschaften","MdB",9,8,"Moenchengladbach","Dr.",NA,NA,44603,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/guenter-krings",NA,NA,NA,44603,115,"Landesliste Nordrhein-Westfalen (Bundestag 2017 - 2021)",6,4233,"109 - Mönchengladbach (Bundestag 2017 - 2021)",44.3,NA,"constituency",51.1947131,6.4353792
78910,"Gülistan Yüksel","https://www.abgeordnetenwatch.de/profile/guelistan-yueksel","Gülistan","Yüksel","f",1962,1,"SPD","pharmazeutisch-kaufmännische Assistentin","MdB",21,20,NA,NA,NA,NA,44602,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/guelistan-yueksel",NA,NA,NA,44602,115,"Landesliste Nordrhein-Westfalen (Bundestag 2017 - 2021)",12,4233,"109 - Mönchengladbach (Bundestag 2017 - 2021)",24.4,NA,"list",51.1947131,6.4353792
79138,"Gisela Manderla","https://www.abgeordnetenwatch.de/profile/gisela-manderla","Gisela","Manderla","f",1958,2,"CDU","Studium Romanistik/Anglistik; Betriebliche Umweltfachkraft IHK","MdB",37,35,NA,NA,NA,NA,44601,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/gisela-manderla","2018-11-05",NA,NA,44601,115,"Landesliste Nordrhein-Westfalen (Bundestag 2017 - 2021)",15,4219,"95 - Köln III (Bundestag 2017 - 2021)",27.6,NA,"moved_up",51.01200285,6.90553512301749
79083,"Florian Pronold","https://www.abgeordnetenwatch.de/profile/florian-pronold","Florian","Pronold","m",1972,1,"SPD","Jurist","MdB",14,14,NA,NA,NA,NA,44596,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/florian-pronold",NA,NA,NA,44596,107,"Landesliste Bayern (Bundestag 2017 - 2021)",1,4354,"230 - Rottal-Inn (Bundestag 2017 - 2021)",14.4,NA,"list",48.4032258,12.8774226
79079,"Florian Post","https://www.abgeordnetenwatch.de/profile/florian-post","Florian","Post","m",1981,1,"SPD","Dipl. Kaufmann","MdB",44,41,NA,NA,NA,NA,44595,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/florian-post",NA,NA,NA,44595,107,"Landesliste Bayern (Bundestag 2017 - 2021)",9,4341,"217 - München-Nord (Bundestag 2017 - 2021)",26,NA,"list",48.19411755,11.5625815072076
79108,"Florian Oßner","https://www.abgeordnetenwatch.de/profile/florian-ossner","Florian","Oßner","m",1980,3,"CSU","Diplom-Volkswirt (Uni)","Bundestagsabgeordneter",10,10,NA,NA,NA,NA,44594,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/florian-ossner",NA,NA,NA,44594,NA,NA,1,4352,"228 - Landshut (Bundestag 2017 - 2021)",39.6,NA,"constituency",48.536217,12.1516551
79044,"Erwin Rüddel","https://www.abgeordnetenwatch.de/profile/erwin-rueddel","Erwin","Rüddel","m",1955,2,"CDU","Dipl.-Betriebswirt","MdB",56,55,NA,NA,NA,NA,44588,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/erwin-rueddel",NA,NA,NA,44588,116,"Landesliste Rheinland-Pfalz (Bundestag 2017 - 2021)",7,4321,"197 - Neuwied (Bundestag 2017 - 2021)",43.2,NA,"constituency",50.4302393,7.466302
79274,"Erich Irlstorfer","https://www.abgeordnetenwatch.de/profile/erich-irlstorfer","Erich","Irlstorfer","m",1970,3,"CSU","Bürokaufmann","Kaufmännischer Angestellter",10,NA,NA,NA,NA,NA,44587,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/erich-irlstorfer",NA,NA,NA,44587,NA,NA,1,4338,"214 - Freising (Bundestag 2017 - 2021)",43,NA,"constituency",48.4008273,11.7439565
78904,"Emmi Zeulner","https://www.abgeordnetenwatch.de/profile/emmi-zeulner","Emmi","Zeulner","f",1987,3,"CSU","Examinierte Gesundheits- und Krankenpflegerin","MdB",11,11,NA,NA,NA,NA,44586,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/emmi-zeulner",NA,NA,NA,44586,107,"Landesliste Bayern (Bundestag 2017 - 2021)",16,4364,"240 - Kulmbach (Bundestag 2017 - 2021)",55.4,NA,"constituency",50.1008448,11.4479149
78916,"Elisabeth Winkelmeier-Becker","https://www.abgeordnetenwatch.de/profile/elisabeth-winkelmeier-becker","Elisabeth","Winkelmeier-Becker","f",1962,2,"CDU","Studium der Rechtswissenschaften, Richterin am Amtsgericht a.D.","MdB",21,21,NA,NA,NA,NA,44585,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/elisabeth-winkelmeier-becker",NA,NA,NA,44585,115,"Landesliste Nordrhein-Westfalen (Bundestag 2017 - 2021)",3,4221,"97 - Rhein-Sieg-Kreis I (Bundestag 2017 - 2021)",44.3,NA,"constituency",50.82292685,7.31606486817714
78934,"Sahra Wagenknecht","https://www.abgeordnetenwatch.de/profile/sahra-wagenknecht","Sahra","Wagenknecht","f",1969,229,"BSW","Philosophie- und Literaturstudium, Promotion in Wirtschaftswissenschaften","MdB",166,71,NA,NA,"Sahra Wagenknecht ist am 23.10.2023 aus der Partei DIE LINKE ausgetreten. Seit dem 08.01.2024 ist sie Gründungsmitglied und Vorsitzende der Partei Bündnis Sahra Wagenknecht – Vernunft und Gerechtigkeit (BSW).",NA,44584,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/sahra-wagenknecht",NA,NA,NA,44584,115,"Landesliste Nordrhein-Westfalen (Bundestag 2017 - 2021)",1,4231,"107 - Düsseldorf II (Bundestag 2017 - 2021)",13,NA,"list",51.17689065,6.85112364955492
78824,"Petra Sitte","https://www.abgeordnetenwatch.de/profile/petra-sitte","Petra","Sitte","f",1960,8,"DIE LINKE","Dipl. Ökonomin","MdB",21,21,NA,NA,NA,NA,44583,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/petra-sitte",NA,NA,NA,44583,119,"Landesliste Sachsen-Anhalt (Bundestag 2017 - 2021)",1,4196,"72 - Halle (Bundestag 2017 - 2021)",20.3,NA,"list",51.4825041,11.9705452
79023,"Nina Scheer","https://www.abgeordnetenwatch.de/profile/nina-scheer","Nina","Scheer","f",1971,1,"SPD","Musikstudium, Jurastudium, Politikwissenschaftliche Promotion","MdB",48,38,NA,"Dr.",NA,NA,44582,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/nina-scheer",NA,NA,NA,44582,120,"Landesliste Schleswig-Holstein (Bundestag 2017 - 2021)",3,4134,"10 - Herzogtum Lauenburg - Stormarn-Süd (Bundestag 2017 - 2021)",27.2,NA,"list",53.5937093,10.5561537429653
79133,"Matthias Miersch","https://www.abgeordnetenwatch.de/profile/matthias-miersch","Matthias","Miersch","m",1968,1,"SPD","Jurist","MdB",40,39,NA,"Dr.",NA,NA,44581,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/matthias-miersch",NA,NA,NA,44581,114,"Landesliste Niedersachsen (Bundestag 2017 - 2021)",3,4171,"47 - Hannover-Land II (Bundestag 2017 - 2021)",37,NA,"constituency",52.3270225,9.53709705413977
79053,"Martin Rosemann","https://www.abgeordnetenwatch.de/profile/martin-rosemann","Martin","Rosemann","m",1976,1,"SPD","Diplom-Volkswirt","MdB",14,11,"Tübingen",NA,NA,NA,44580,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/martin-rosemann",NA,NA,NA,44580,106,"Landesliste Baden-Württemberg (Bundestag 2017 - 2021)",14,4414,"290 - Tübingen (Bundestag 2017 - 2021)",17.3,NA,"list",48.5236164,9.0535531
78819,"Konstantin von Notz","https://www.abgeordnetenwatch.de/profile/konstantin-von-notz","Konstantin","von Notz","m",1971,5,"Bündnis 90/Die Grünen","Jurist","MdB",120,119,"Mölln","Dr.",NA,NA,44579,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/konstantin-von-notz",NA,NA,NA,44579,120,"Landesliste Schleswig-Holstein (Bundestag 2017 - 2021)",2,4134,"10 - Herzogtum Lauenburg - Stormarn-Süd (Bundestag 2017 - 2021)",9.7,NA,"list",53.62892,10.6880174
78967,"Kirsten Tackmann","https://www.abgeordnetenwatch.de/profile/kirsten-tackmann","Kirsten","Tackmann","f",1960,8,"DIE LINKE","Veterinärmedizinerin, Chemielaborantin","MdB",9,9,NA,NA,NA,NA,44578,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/kirsten-tackmann",NA,NA,NA,44578,109,"Landesliste Brandenburg (Bundestag 2017 - 2021)",1,4180,"56 - Prignitz - Ostprignitz-Ruppin - Havelland I (Bundestag 2017 - 2021)",17.6,NA,"list",NA,NA
79234,"Bärbel Kofler","https://www.abgeordnetenwatch.de/profile/baerbel-kofler","Bärbel","Kofler","f",1967,1,"SPD","Sprachwissenschaftlerin, Dipl. Informatikerin (FH), Bankkauffrau","MdB",37,37,NA,"Dr.",NA,NA,44573,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/baerbel-kofler",NA,NA,NA,44573,107,"Landesliste Bayern (Bundestag 2017 - 2021)",8,4349,"225 - Traunstein (Bundestag 2017 - 2021)",16.1,NA,"list",47.8701474,12.6423403
79110,"Andreas Nick","https://www.abgeordnetenwatch.de/profile/andreas-nick","Andreas","Nick","m",1967,2,"CDU","Studium BWL","MdB",16,NA,NA,NA,NA,NA,44572,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/andreas-nick",NA,NA,NA,44572,116,"Landesliste Rheinland-Pfalz (Bundestag 2017 - 2021)",12,4328,"204 - Montabaur (Bundestag 2017 - 2021)",43.3,NA,"constituency",50.4362219,7.8302494
79109,"Alexander S. Neu","https://www.abgeordnetenwatch.de/profile/alexander-s-neu","Alexander S.","Neu","m",1969,8,"DIE LINKE","Politikwissenschaftler","MdB",32,29,NA,"Dr.",NA,NA,44571,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/alexander-s-neu",NA,NA,NA,44571,115,"Landesliste Nordrhein-Westfalen (Bundestag 2017 - 2021)",10,4221,"97 - Rhein-Sieg-Kreis I (Bundestag 2017 - 2021)",8.1,NA,"list",50.82292685,7.31606486817714
78913,"Dirk Wiese","https://www.abgeordnetenwatch.de/profile/dirk-wiese","Dirk","Wiese","m",1983,1,"SPD","Jurist","MdB",165,163,NA,NA,NA,NA,44570,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/dirk-wiese",NA,NA,NA,44570,115,"Landesliste Nordrhein-Westfalen (Bundestag 2017 - 2021)",13,4271,"147 - Hochsauerlandkreis (Bundestag 2017 - 2021)",26.9,NA,"list",51.32082645,8.26849203814907
79146,"Daniela Ludwig","https://www.abgeordnetenwatch.de/profile/daniela-ludwig","Daniela","Ludwig","f",1975,3,"CSU","Diplom-Juristin Univ","MdB",45,45,NA,NA,NA,NA,44569,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/daniela-ludwig",NA,NA,NA,44569,107,"Landesliste Bayern (Bundestag 2017 - 2021)",7,4346,"222 - Rosenheim (Bundestag 2017 - 2021)",45.9,NA,"constituency",47.8539273,12.127262
78903,"Dagmar Ziegler","https://www.abgeordnetenwatch.de/profile/dagmar-ziegler","Dagmar","Ziegler","f",1960,1,"SPD","Diplom Finanzökonomin","MdB",10,9,NA,NA,NA,NA,44568,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/dagmar-ziegler",NA,NA,NA,44568,109,"Landesliste Brandenburg (Bundestag 2017 - 2021)",1,4180,"56 - Prignitz - Ostprignitz-Ruppin - Havelland I (Bundestag 2017 - 2021)",23.7,NA,"list",NA,NA
79036,"Dagmar Schmidt","https://www.abgeordnetenwatch.de/profile/dagmar-schmidt","Dagmar","Schmidt","f",1973,1,"SPD","Historikerin","MdB",53,50,NA,NA,NA,NA,44567,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/dagmar-schmidt",NA,NA,NA,44567,112,"Landesliste Hessen (Bundestag 2017 - 2021)",4,4296,"172 - Lahn-Dill (Bundestag 2017 - 2021)",29.7,NA,"list",50.6388777,8.40863302539568
79125,"Cornelia Möhring","https://www.abgeordnetenwatch.de/profile/cornelia-moehring","Cornelia","Möhring","f",1960,8,"DIE LINKE","Dipl. Sozialökonomin","MdB",14,6,NA,NA,NA,NA,44566,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/cornelia-moehring",NA,NA,NA,44566,120,"Landesliste Schleswig-Holstein (Bundestag 2017 - 2021)",1,4131,"7 - Pinneberg (Bundestag 2017 - 2021)",6.1,NA,"list",53.7278939,9.6979598
78970,"Claudia Tausend","https://www.abgeordnetenwatch.de/profile/claudia-tausend","Claudia","Tausend","f",1964,1,"SPD","Diplom in Wirtschafts- und Sozialgeographie","MdB",26,22,NA,NA,NA,NA,44565,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/claudia-tausend",NA,NA,NA,44565,107,"Landesliste Bayern (Bundestag 2017 - 2021)",12,4342,"218 - München-Ost (Bundestag 2017 - 2021)",21.3,NA,"list",48.1277214,11.6055187
79116,"Carsten Müller","https://www.abgeordnetenwatch.de/profile/carsten-mueller","Carsten","Müller","m",1970,2,"CDU","Bankkaufmann, Rechtsanwalt","MdB",16,16,NA,NA,NA,NA,44564,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/carsten-mueller",NA,NA,NA,44564,114,"Landesliste Niedersachsen (Bundestag 2017 - 2021)",8,4174,"50 - Braunschweig (Bundestag 2017 - 2021)",31.4,NA,"list",52.2646577,10.5236066
79149,"Carsten Linnemann","https://www.abgeordnetenwatch.de/profile/carsten-linnemann","Carsten","Linnemann","m",1977,2,"CDU","Diplom-Volkswirt","MdB",46,2,NA,NA,NA,NA,44563,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/carsten-linnemann",NA,NA,NA,44563,NA,NA,1,4261,"137 - Paderborn - Gütersloh III (Bundestag 2017 - 2021)",53.3,NA,"constituency",51.68878575,8.73322187650232
79238,"Carsten Körber","https://www.abgeordnetenwatch.de/profile/carsten-koerber","Carsten","Körber","m",1979,2,"CDU","Studium der Politikwissenschaft und Betriebswirtschaft","MdB",4,2,"Mülsen",NA,NA,NA,44562,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/carsten-koerber",NA,NA,NA,44562,118,"Landesliste Sachsen (Bundestag 2017 - 2021)",5,4289,"165 - Zwickau (Bundestag 2017 - 2021)",33.7,NA,"constituency",50.7436392,12.5734675
79139,"Caren Marks","https://www.abgeordnetenwatch.de/profile/caren-marks","Caren","Marks","f",1963,1,"SPD","Diplom-Geographin","MdB, Parlamentarische Staatssekretärin bei der Bundesministerin für Familie, Senioren, Frauen und Jugend",11,7,NA,NA,NA,NA,44561,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/caren-marks",NA,NA,NA,44561,114,"Landesliste Niedersachsen (Bundestag 2017 - 2021)",6,4167,"43 - Hannover-Land I (Bundestag 2017 - 2021)",33.1,NA,"list",52.5198638,9.66475445084934
79205,"Caren Lay","https://www.abgeordnetenwatch.de/profile/caren-lay","Caren","Lay","f",1972,8,"DIE LINKE","Dipl.-Soziologin","MdB",15,15,NA,NA,NA,NA,44560,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/caren-lay",NA,NA,NA,44560,118,"Landesliste Sachsen (Bundestag 2017 - 2021)",3,4280,"156 - Bautzen I (Bundestag 2017 - 2021)",15.2,NA,"list",51.2816716,14.2125062882082
79244,"Cansel Kiziltepe","https://www.abgeordnetenwatch.de/profile/cansel-kiziltepe","Cansel","Kiziltepe","f",1975,1,"SPD","Diplom-Volkswirtin","MdB und parlamentarische Staatssekretärin im BMWSB",42,42,NA,NA,NA,NA,44559,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/cansel-kiziltepe",NA,NA,NA,44559,108,"Landesliste Berlin (Bundestag 2017 - 2021)",3,4207,"83 - Berlin-Friedrichshain-Kreuzberg - Prenzlauer Berg Ost (Bundestag 2017 - 2021)",16.9,NA,"list",NA,NA
79325,"Britta Haßelmann","https://www.abgeordnetenwatch.de/profile/britta-hasselmann","Britta","Haßelmann","f",1961,5,"Bündnis 90/Die Grünen","Dipl. Sozialarbeiterin","MdB",91,81,NA,NA,NA,NA,44558,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/britta-hasselmann",NA,NA,NA,44558,115,"Landesliste Nordrhein-Westfalen (Bundestag 2017 - 2021)",1,4256,"132 - Bielefeld - Gütersloh II (Bundestag 2017 - 2021)",9.6,NA,"list",52.01491615,8.55922512902781
79196,"Antje Lezius","https://www.abgeordnetenwatch.de/profile/antje-lezius","Antje","Lezius","f",1960,2,"CDU","Betriebswirtin","MdB",20,13,NA,NA,NA,NA,44556,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/antje-lezius",NA,NA,NA,44556,116,"Landesliste Rheinland-Pfalz (Bundestag 2017 - 2021)",9,4325,"201 - Kreuznach (Bundestag 2017 - 2021)",37,NA,"constituency",49.77481995,7.52941802298768
79307,"Ansgar Heveling","https://www.abgeordnetenwatch.de/profile/ansgar-heveling","Ansgar","Heveling","m",1972,2,"CDU","Studium der Rechts- und Verwaltungswissenschaften","MdB",7,NA,NA,NA,NA,NA,44555,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/ansgar-heveling",NA,NA,NA,44555,NA,NA,1,4234,"110 - Krefeld I - Neuss II (Bundestag 2017 - 2021)",42.4,NA,"constituency",NA,NA
118138,"Annette Widmann-Mauz","https://www.abgeordnetenwatch.de/profile/annette-widmann-mauz","Annette","Widmann-Mauz","f",1966,2,"CDU",NA,"MdB, Staatsministerin a.D.",22,22,NA,NA,NA,NA,44554,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/annette-widmann-mauz",NA,NA,NA,44554,106,"Landesliste Baden-Württemberg (Bundestag 2017 - 2021)",2,4414,"290 - Tübingen (Bundestag 2017 - 2021)",35.7,NA,"constituency",48.5236164,9.0535531
78919,"Anja Weisgerber","https://www.abgeordnetenwatch.de/profile/anja-weisgerber","Anja","Weisgerber","f",1976,3,"CSU","Rechtsanwältin","MdB",15,15,NA,NA,NA,NA,44553,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/anja-weisgerber",NA,NA,NA,44553,107,"Landesliste Bayern (Bundestag 2017 - 2021)",10,4374,"250 - Schweinfurt (Bundestag 2017 - 2021)",47.9,NA,"constituency",50.0499945,10.233302
79249,"Anja Karliczek","https://www.abgeordnetenwatch.de/profile/anja-karliczek","Anja","Karliczek","f",1971,2,"CDU","Diplom-Kauffrau","Bundesministerin für Bildung und Forschung, MdB",9,4,NA,NA,NA,NA,44552,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/anja-karliczek",NA,NA,NA,44552,115,"Landesliste Nordrhein-Westfalen (Bundestag 2017 - 2021)",11,4252,"128 - Steinfurt III (Bundestag 2017 - 2021)",44.8,NA,"constituency",52.2537541,7.7479463689277
79017,"Anita Schäfer","https://www.abgeordnetenwatch.de/profile/anita-schaefer","Anita","Schäfer","f",1951,2,"CDU","Verwaltungsangestellte","MdB",15,NA,NA,NA,NA,NA,44551,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/anita-schaefer",NA,NA,NA,44551,116,"Landesliste Rheinland-Pfalz (Bundestag 2017 - 2021)",3,4334,"210 - Pirmasens (Bundestag 2017 - 2021)",36.8,NA,"constituency",49.1996961,7.6087847
79137,"Angela Merkel","https://www.abgeordnetenwatch.de/profile/angela-merkel","Angela","Merkel","f",1954,2,"CDU","Promovierte Physikerin","Bundeskanzlerin",315,NA,NA,"Dr.",NA,NA,44550,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/angela-merkel",NA,NA,NA,44550,113,"Landesliste Mecklenburg-Vorpommern (Bundestag 2017 - 2021)",1,4139,"15 - Vorpommern-Rügen - Vorpommern-Greifswald I (Bundestag 2017 - 2021)",44,NA,"constituency",54.2247602,12.8137870310863
79067,"Alois Rainer","https://www.abgeordnetenwatch.de/profile/alois-rainer","Alois","Rainer","m",1965,3,"CSU","Metzgermeister","MdB",24,24,NA,NA,NA,NA,44549,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/alois-rainer",NA,NA,NA,44549,NA,NA,1,4355,"231 - Straubing (Bundestag 2017 - 2021)",47.6,NA,"constituency",48.8819801,12.569716
79260,"Alois Karl","https://www.abgeordnetenwatch.de/profile/alois-karl","Alois","Karl","m",1950,3,"CSU","Jurist","MdB",19,NA,NA,NA,NA,NA,44548,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/alois-karl",NA,NA,NA,44548,NA,NA,1,4356,"232 - Amberg (Bundestag 2017 - 2021)",47.7,NA,"constituency",49.4454211,11.858728
79360,"Alois Gerig","https://www.abgeordnetenwatch.de/profile/alois-gerig","Alois","Gerig","m",1956,2,"CDU","Landwirtschaftsmeister","MdB",24,22,NA,NA,NA,NA,44547,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/alois-gerig",NA,NA,NA,44547,NA,NA,1,4400,"276 - Odenwald - Tauber (Bundestag 2017 - 2021)",46.8,NA,"constituency",49.531649,9.52014195077058
78816,"Alexander Ulrich","https://www.abgeordnetenwatch.de/profile/alexander-ulrich","Alexander","Ulrich","m",1971,229,"BSW","Gewerkschaftssekretär","MdB",16,13,NA,NA,"Ist am 23.10.2023 aus der Partei DIE LINKE ausgetreten. Seit dem 08.01.2024 Mitglied der Partei Bündnis Sahra Wagenknecht – Vernunft und Gerechtigkeit (BSW).",NA,44546,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/alexander-ulrich",NA,NA,NA,44546,116,"Landesliste Rheinland-Pfalz (Bundestag 2017 - 2021)",1,4333,"209 - Kaiserslautern (Bundestag 2017 - 2021)",7.2,NA,"list",49.4432174,7.7689951
79069,"Alexander Radwan","https://www.abgeordnetenwatch.de/profile/alexander-radwan","Alexander","Radwan","m",1964,3,"CSU","Rechtsanwalt und Diplom-Ingenieur","MdB",12,1,NA,NA,NA,NA,44545,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/alexander-radwan",NA,NA,NA,44545,NA,NA,1,4347,"223 - Bad Tölz – Wolfratshausen – Miesbach (Bundestag 2017 - 2021)",47.6,NA,"constituency",47.91557515,11.4381207487062
79295,"Alexander Hoffmann","https://www.abgeordnetenwatch.de/profile/alexander-hoffmann","Alexander","Hoffmann","m",1975,3,"CSU","Rechtsanwalt","MdB",12,3,NA,NA,NA,NA,44544,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/alexander-hoffmann",NA,NA,NA,44544,NA,NA,1,4373,"249 - Main-Spessart (Bundestag 2017 - 2021)",46.6,NA,"constituency",49.90825515,9.67384866660139
78929,"Albert Weiler","https://www.abgeordnetenwatch.de/profile/albert-weiler","Albert","Weiler","m",1956,2,"CDU","Verwaltungs- und Betriebswirt","MdB",22,NA,NA,NA,NA,NA,44543,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/albert-weiler",NA,NA,NA,44543,NA,NA,1,4319,"195 - Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis (Bundestag 2017 - 2021)",30.9,NA,"constituency",NA,NA
78981,"Albert Stegemann","https://www.abgeordnetenwatch.de/profile/albert-stegemann","Albert","Stegemann","m",1976,2,"CDU","Landwirtschaftsmeister","MdB",14,2,"Ringe",NA,NA,"Stegemann",44542,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/albert-stegemann",NA,NA,NA,44542,114,"Landesliste Niedersachsen (Bundestag 2017 - 2021)",30,4155,"31 - Mittelems (Bundestag 2017 - 2021)",53.6,NA,"constituency",55.2351317,10.481895
79080,"Achim Post","https://www.abgeordnetenwatch.de/profile/achim-post","Achim","Post","m",1959,1,"SPD","Diplom-Soziologe","MdB",23,21,NA,NA,NA,NA,44541,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/achim-post",NA,NA,NA,44541,115,"Landesliste Nordrhein-Westfalen (Bundestag 2017 - 2021)",5,4258,"134 - Minden-Lübbecke I (Bundestag 2017 - 2021)",37.4,NA,"constituency",52.35597445,8.76365085906113
79305,"Michael Hennrich","https://www.abgeordnetenwatch.de/profile/michael-hennrich","Michael","Hennrich","m",1965,2,"CDU","Rechtsanwalt","MdB",7,5,NA,NA,NA,NA,44540,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/michael-hennrich",NA,NA,NA,44540,NA,NA,1,4386,"262 - Nürtingen (Bundestag 2017 - 2021)",39.4,NA,"constituency",48.6265854,9.3365463
79304,"Rudolf Henke","https://www.abgeordnetenwatch.de/profile/rudolf-henke","Rudolf","Henke","m",1954,2,"CDU","Facharzt für Innere Medizin","MdB",78,76,NA,NA,NA,NA,44539,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/rudolf-henke",NA,NA,NA,44539,115,"Landesliste Nordrhein-Westfalen (Bundestag 2017 - 2021)",31,4211,"87 - Aachen I (Bundestag 2017 - 2021)",33.7,NA,"constituency",50.75982495,6.11154715399707
